ID,Name,PSM,NearestRoad,LandAppraisal,TrainStation,University,Airport,Departmentstore,Hospital,Subdistrict,District,GroupDistrict,TotalUnits,BuiltYear,BuildingAge,CarPark,CCTV,Fitness,Library,Swimmingpool,Security,MiniMart,ElectricalSubStation
996,Tait Sathorn 12,280846.29,Sathon Road,625000,0.4,0.5,22.93,1.2,0.4,Silom,Bang Rak,South Bangkok,231,2023,1,0,1,1,0,0,1,0,0
997,Elements Srinakarin,72394.50,Srinakarin Road,142500,0.7,0.4,11.3,0.4,1.32,Nong Bon,Prawet,Eastern Bangkok,1052,2016,8,1,1,1,0,1,1,0,0
998,Lumpini Ville Pattanakarn - New Phetchaburi,61562.75,Witthayu Road,1000000,0.67,1.2,15.3,2.1,1.4,Suan Luang,Suan Luang,South Bangkok,1482,2012,12,0,1,1,0,0,0,1,0
999,The Tree Sukhumvit 71-Ekamai,101716.75,Rama 9 Road,188333.3333,0.3,2.3,17.2,1.9,0.6,Suan Luang,Suan Luang,South Bangkok,883,2019,5,0,1,1,0,0,1,0,0
1000,The Privacy Rama 9,106906.25,Rama 9 Road,188333.3333,0.3,1.8,17,2.4,0.5,Suan Luang,Suan Luang,South Bangkok,854,2020,4,1,1,1,0,0,0,0,0
1001,IKON Sukhumvit 77,92805.00,Pridi Banomyong Road,240000,0.9,3.8,15.5,0.3,2.5,Suan Luang,Suan Luang,South Bangkok,442,2021,3,1,1,1,1,0,0,0,0
1002,A Space Sukhumvit 77,44212.25,On Nut Road,90000,0.67,2.4,12.7,2.6,1.51,Suan Luang,Suan Luang,South Bangkok,832,2006,18,1,1,0,0,1,1,0,0
1003,A Space Me Sukhumvit 77,64090.67,On Nut Road,90000,0.67,2.4,12.7,1.33,1.51,Suan Luang,Suan Luang,South Bangkok,832,2013,11,1,1,1,0,0,1,0,0
1004,Eua Amornsuk Condo Ramkhamhaeng 1,23166.50,Kamphaeng Phet 6 Road,35000,0.67,2.4,14.84,1.33,1.51,Suan Luang,Suan Luang,South Bangkok,439,1992,32,0,1,0,0,0,1,0,0
1005,U Delight Residence Pattanakarn-Thonglor,80315.17,Rama 9 Road,188333.3333,0.5,2.4,16.9,2,0.7,Suan Luang,Suan Luang,South Bangkok,676,2012,12,0,1,0,1,1,1,0,0
1006,Bliz Condominium Rama 9-Hua Mak,50611.00,Phatthanakan Road,115000,0.2,1.7,12.7,0.9,1.2,Suan Luang,Suan Luang,South Bangkok,296,2011,13,1,1,1,0,1,1,0,0
1007,U Delight @ Onnut Station,78147.67,Pridi Banomyong Road,240000,0.7,4,16,0.8,2,Suan Luang,Suan Luang,South Bangkok,773,2012,12,0,1,1,0,1,1,0,0
1008,Artemis Sukhumvit 77,91869.57,Pridi Banomyong Road,240000,0.8,3.9,15.9,0.7,2.1,Suan Luang,Suan Luang,South Bangkok,673,2016,8,0,1,0,0,1,1,1,0
1009,Metris Pattanakarn-Ekkamai,130000.00,Rama 9 Road,188333.3333,0.8,2.3,16.5,2.3,0.6,Suan Luang,Suan Luang,South Bangkok,341,2020,4,0,1,1,1,0,1,0,0
1010,Floraville Condominium,45930.00,Prachathipok Road,143500,0.2,1.5,12.8,0.7,1.3,Suan Luang,Suan Luang,South Bangkok,640,1992,32,0,1,0,0,0,1,0,0
1011,Rich Park @ Triple Station,100545.50,Phatthanakan Road,115000,0.3,1.4,12.9,0.6,1.3,Suan Luang,Suan Luang,South Bangkok,1084,2018,6,1,1,1,0,0,0,1,0
1012,Asakan Place Srinakarin,66364.50,Phatthanakan Road,115000,1,1.5,12.7,0.7,1.6,Suan Luang,Suan Luang,South Bangkok,1024,2019,5,0,1,0,0,0,1,0,0
1013,The Tree Pattanakarn-Ekkamai,107114.00,Rama 9 Road,188333.3333,0.3,2.3,17,2.1,0.7,Suan Luang,Suan Luang,South Bangkok,699,2022,2,0,1,1,0,1,1,0,0
1014,Eastwood Park,47133.00,Kubon Road,42000,2.2,3,13.8,1.4,4.1,Suan Luang,Suan Luang,South Bangkok,224,1994,30,0,1,0,0,0,1,0,0
1015,Lumpini Ville Sukhumvit 77-2,59985.00,Pridi Banomyong Road,240000,1,3.7,15.6,0.4,2.3,Suan Luang,Suan Luang,South Bangkok,956,2013,11,1,1,1,0,1,1,0,0
1016,The Teak Phattanakarn Thonglor,79154.50,Rama 9 Road,188333.3333,0.5,2.3,16.8,2.1,0.7,Suan Luang,Suan Luang,South Bangkok,79,2017,7,1,0,1,0,1,1,0,0
1017,Lumpini Ville Phatanakan-Srinakarin,85616.00,Pridi Banomyong Road,240000,0.67,0.4,16.4,1.3,1.9,Suan Luang,Suan Luang,South Bangkok,795,2020,4,0,1,1,0,0,0,0,0
1018,Regent Srinakarin Tower,40244.00,Phatthanakan Road,115000,0.6,1.3,12.9,0.8,2,Suan Luang,Suan Luang,South Bangkok,350,1992,32,0,1,1,0,1,1,0,0
1019,Plum Condo Ramkhamhaeng,91915.67,Rama 9 Road,188333.3333,0.3,1.9,16.9,2.3,0.5,Suan Luang,Suan Luang,South Bangkok,1003,2018,6,1,1,1,0,0,0,0,0
1020,Aspire Sukhumvit-Onnut,91590.00,Pridi Banomyong Road,240000,0.67,3.2,14.8,0.4,1.51,Suan Luang,Suan Luang,South Bangkok,553,2020,4,0,1,1,1,0,0,0,0
1021,Atmoz Oasis Onnut,85921.00,On Nut Road,90000,0.4,1.9,11.4,2.4,1.51,Suan Luang,Suan Luang,South Bangkok,1110,2023,1,0,1,1,0,0,0,0,0
1022,The Origin Onnut,86955.33,Pridi Banomyong Road,240000,1.6,3.5,14.7,0.5,1.51,Suan Luang,Suan Luang,South Bangkok,396,2022,2,0,1,1,0,1,1,0,0
1023,Fuse Mobius Ramkhamhaeng Klongton,69359.09,Rama 9 Road,188333.3333,0.4,1.7,17.2,2.4,0.7,Suan Luang,Suan Luang,South Bangkok,1390,2013,11,0,1,1,0,0,0,1,0
1024,Lumpini Center Sukhumvit 77,49900.50,Pridi Banomyong Road,240000,0.9,3.8,16,0.7,2,Suan Luang,Suan Luang,South Bangkok,872,2005,19,1,1,0,0,0,1,0,0
1025,Regent Home Sukhumvit 81,64285.50,Pridi Banomyong Road,240000,0.8,3.7,15.5,0.6,2.7,Suan Luang,Suan Luang,South Bangkok,717,2018,6,1,1,1,0,1,1,0,0
1026,Lumpini Place Srinakarin-Huamak,98324.17,Srinakarin Road,142500,0.2,1.5,12.8,0.6,1.3,Suan Luang,Suan Luang,South Bangkok,1613,2015,9,1,1,1,0,1,1,0,0
1027,The IRIS Rama 9-Srinakarin,45780.20,Phatthanakan Road,115000,0.6,1.9,12.8,1.2,0.9,Suan Luang,Suan Luang,South Bangkok,1152,2009,15,1,1,1,0,1,1,0,0
1028,Lumpini Ville On Nut 46,54418.33,On Nut Road,90000,0.67,2,12.7,2.2,1.51,Suan Luang,Suan Luang,South Bangkok,1450,2014,10,1,1,1,0,1,1,0,0
1029,Lumpini Ville Sukhumvit 77,55183.83,Pridi Banomyong Road,240000,0.9,3.8,15.8,0.6,2.1,Suan Luang,Suan Luang,South Bangkok,987,2006,18,1,1,1,0,1,1,0,0
1030,Quad Silom,139819.50,Sathon Road,625000,0.1,0.3,22.93,0.7,0.5,Silom,Bang Rak,South Bangkok,74,2011,13,0,1,1,0,1,1,0,0
1031,Lumpini Place Borom Ratchachonni - Pinklao,68822.00,Borommaratchachonnani Road,125000,2.2,2.3,23.8,1.8,0.6,Taling Chan,Taling Chan,North Krungthon,992,2015,9,0,1,1,1,0,0,0,0
1032,Park Origin Chula-Samyan,200000.00,Yaowarat Road,700000,0.4,1.4,23.2,1.5,0.8,Maha Phrutharam,Bang Rak,South Bangkok,190,2022,2,1,1,1,0,0,0,0,1
1033,The President Sathorn-Ratchapruek 2,82026.33,Narathiwat Ratchanakharin Road,440000,0.2,0.6,29,2.3,0.7,Pak Khlong Phasi Charoen,Phasi Charoen,South Krungthon,274,2016,8,1,1,1,0,1,1,1,0
1034,The President Sathorn-Ratchapruek 3,86057.50,Ratchaphruek Road,123333.3333,0.3,0.7,29,2.2,0.6,Pak Khlong Phasi Charoen,Phasi Charoen,South Krungthon,672,2017,7,1,1,1,0,0,0,1,0
1035,Aspire Sathorn-Ratchaphruek,76809.50,Somdet Phra Chao Tak Sin Road,145000,0.4,0.7,29,2.2,0.9,Pak Khlong Phasi Charoen,Phasi Charoen,South Krungthon,923,2018,6,1,0,1,0,1,1,1,0
1036,The President Sathorn-Ratchapruek,80643.00,Ratchaphruek Road,123333.3333,0.2,0.6,29,2.3,0.6,Pak Khlong Phasi Charoen,Phasi Charoen,South Krungthon,386,2015,9,1,1,1,0,1,1,0,0
1037,The Room Rama 4,171364.25,Yaowarat Road,700000,0.4,1.2,21.9,1.4,0.9,Rong Muang,Pathum Wan,South Bangkok,1339,2016,8,0,1,1,0,0,1,0,0
1038,Cooper Siam,176491.80,Rama 1 Road,700000,0.7,0.4,21.9,0.8,0.9,Rong Muang,Pathum Wan,South Bangkok,194,2021,3,0,1,1,0,1,1,0,0
1039,TEAL Sathorn-Taksin,99088.00,Krung Thonburi Road,300000,0.3,1.6,27.8,1.4,0.7,Samre,Thon Buri,North Krungthon,1219,2013,11,1,1,1,0,1,1,0,0
1040,Supalai River Resort,86944.33,Charoen Nakhon Road,192500,2.3,1.4,27.8,1.8,1,Samre,Thon Buri,North Krungthon,829,2012,12,0,1,1,0,0,0,0,0
1041,Pela Wutthakat,66042.50,Wutthakat Road,80000,0.3,1.4,28,0.8,1.4,Talat Phlu,Thon Buri,North Krungthon,566,2013,11,1,1,1,0,1,1,0,0
1042,Life @ BTS Tha-Phra,51406.50,Itsaraphap Road,120000,0.3,1.2,28,0.6,1.4,Talat Phlu,Thon Buri,North Krungthon,705,2012,12,1,1,1,0,0,1,0,0
1043,Supalai Park Talat Phlu Station,79443.00,Wutthakat Road,80000,0.4,1.2,28,0.6,1.5,Talat Phlu,Thon Buri,North Krungthon,937,2020,4,0,1,1,0,0,1,1,0
1044,Life Sathorn Sierra,92496.00,Somdet Phra Chao Tak Sin Road,145000,0.1,1,28,0.4,1.1,Talat Phlu,Thon Buri,North Krungthon,409,2022,2,0,1,1,0,0,0,0,0
1045,Altitude Unicorn Sathorn-Tha Phra,125899.50,Wutthakat Road,80000,0.3,1.1,28,0.5,1.3,Talat Phlu,Thon Buri,North Krungthon,906,2022,2,0,1,1,0,0,1,0,0
1046,The Seed Memories Siam,154665.00,Rama 1 Road,700000,0.2,0.3,22.6,0.4,1.2,Wang Mai,Pathum Wan,South Bangkok,268,2010,14,1,1,1,0,1,1,0,0
1047,Baan Kasemsan 1,112123.00,Phaya Thai Road,370000,0.2,0.4,22.6,0.3,1.1,Wang Mai,Pathum Wan,South Bangkok,537,2006,18,0,0,1,1,1,1,0,0
1048,Sync Nature Siam,250000.00,Rama 1 Road,700000,0.3,0.2,22.6,0.3,1.3,Wang Mai,Pathum Wan,South Bangkok,690,2015,9,0,1,1,1,1,1,0,0
1049,Menam Residences,187774.42,Charoen Nakhon Road,192500,1.14,1,27,1.8,1.8,Wat Phraya Krai,Bang Kho Laem,South Bangkok,879,2016,8,0,1,1,0,0,0,0,0
1050,Chatrium Residence Riverside,153084.00,Chalong Krung Road,29500,1,0.5,27,1.1,1.5,Wat Phraya Krai,Bang Kho Laem,South Bangkok,788,2006,18,0,1,0,0,1,1,0,0
1051,River Heaven Chareonkrung,87281.00,Charoen Nakhon Road,192500,1,1.8,27,1.9,1,Wat Phraya Krai,Bang Kho Laem,South Bangkok,1971,2004,20,0,1,1,0,0,0,1,0
1052,Notting Hill The Exclusive Charoen Krung,101040.80,Sathon Road,625000,1.14,1.4,27,2.1,1.5,Wat Phraya Krai,Bang Kho Laem,South Bangkok,711,2018,6,0,1,1,0,1,1,0,0
1053,Rhythm Charoenkrung Pavillion,171750.88,Charoen Nakhon Road,192500,1,0.6,27,1.2,1.5,Wat Phraya Krai,Bang Kho Laem,South Bangkok,627,2022,2,0,1,1,0,0,1,0,0
1054,Altitude Symphony Charoenkrung-Sathorn,548490.75,Charoen Nakhon Road,192500,1,0.8,27,1.1,1.4,Wat Phraya Krai,Bang Kho Laem,South Bangkok,829,2021,3,0,1,1,1,1,1,0,0
1055,Parque Phuttabucha 48 Condo,67995.00,Pracha Uthit Road,32000,3.8,0.4,29.12,2.63,2.6,Bang Mot,Thung Khru,South Krungthon,363,2014,10,1,1,1,0,1,1,0,0
1056,The Cube Urban Sathorn - Chan,108953.00,Charoen Nakhon Road,192500,1.7,1.2,27,1.5,1.8,Wat Phraya Krai,Bang Kho Laem,South Bangkok,81,2020,4,0,1,1,0,1,1,0,0
1057,Sriwara Garden Condominium,34924.00,Intharaphon Road,87500,1.2,1.5,16.4,1.5,1.5,Wang Thonglang,Wang Thonglang,Central Bangkok,500,1993,31,0,0,0,0,0,1,0,0
1058,Wynn Condo Ladprao-Chockchai 4,81288.00,Lad Phrao Wang Hin Road,80000,0.5,3,13.4,2,0.4,Saphansong,Wang Thonglang,Central Bangkok,325,2018,6,0,1,1,1,0,0,0,0
1059,Be You Chokchai 4 Condominium,60357.00,Sangkhom Songkhro Road,70000,0.6,3,13.3,1.9,0.3,Lat Phrao,Lat Phrao,North Bangkok,374,2014,10,0,0,0,0,0,0,0,0
1060,Happy Condo Ladprao 101,52243.70,Pradit Manutham Road,130000,1.8,1.5,14.8,1.8,1.2,Khlong Chaokhun Sing,Wang Thonglang,Central Bangkok,899,2010,14,1,1,1,0,0,0,0,0
1061,Atmoz Ratchada-Huaikwang,95990.67,Intharaphon Road,87500,2.8,1.2,16.7,2.5,2.4,Wang Thonglang,Wang Thonglang,Central Bangkok,595,2020,4,0,1,1,0,0,0,0,0
1062,The Excel Ladprao-Sutthisan,95600.00,Nak Niwat Road,80000,0.3,3.4,14.2,2.3,1.2,Wang Thonglang,Wang Thonglang,Central Bangkok,420,2020,4,0,1,1,0,1,1,0,0
1063,The Unique Ekamai-Ramintra,89606.00,Pradit Manutham Road,130000,2.3,2.9,13.5,0.8,2.3,Khlong Chaokhun Sing,Wang Thonglang,Central Bangkok,56,2016,8,0,1,1,0,1,1,0,0
1064,T Gold Condo Ladprao 93,64194.00,Intharaphon Road,87500,0.5,4.3,13.4,2,3.8,Wang Thonglang,Wang Thonglang,Central Bangkok,64,2019,5,1,1,0,0,0,1,0,0
1065,Lumpini Condo Town Bodindecha Ramkhamhaeng,48714.67,Intharaphon Road,87500,1.2,0.7,16.5,2.6,1.9,Wang Thonglang,Wang Thonglang,Central Bangkok,3500,2008,16,1,1,1,0,1,1,1,0
1066,J.W. Boulevard Srivara,50996.00,Intharaphon Road,87500,2.9,1.2,16.4,1.6,1.9,Phlabphla,Wang Thonglang,Central Bangkok,253,2008,16,0,1,1,0,0,1,0,0
1067,LIB Ramkhamhaeng 43/1,55926.00,Intharaphon Road,87500,2.9,0.9,16.7,2.4,1.8,Phlabphla,Wang Thonglang,Central Bangkok,229,2014,10,1,1,1,0,1,1,0,0
1068,Life @ Sukhumvit 67,110524.50,Ekkamai Road,255000,0.2,4.2,17.5,1.2,0.4,Phra Khanong Nuea,Watthana,South Bangkok,78,2013,11,1,1,1,0,1,1,0,0
1069,Grand Ville House 2,79710.00,Nana Road (Sukhumvit 3),350000,0.3,0.9,19.79,0.2,1.9,Khlong Toei Nuea,Watthana,South Bangkok,80,1985,39,1,1,1,0,1,1,0,0
1070,The Trendy,110274.67,Sukhumvit Road,490000,0.2,1,19.79,0.4,2,Khlong Toei Nuea,Watthana,South Bangkok,444,2008,16,1,1,1,0,0,1,0,0
1071,Tidy Thonglor,118462.00,Thonglor Road (Sukhumvit 55),370000,1.3,2.1,18.9,0.6,0.5,Khlong Tan Nuea,Watthana,South Bangkok,73,2010,14,0,1,1,0,1,1,0,0
1072,Raintree Villa,116362.20,Ekkamai Road,255000,0.7,1.5,18.93,1.2,1.3,Khlong Tan Nuea,Watthana,South Bangkok,150,1997,27,0,1,1,0,0,1,0,0
1073,Rhythm Ekkamai,217261.33,Ekkamai Road,255000,0.4,3.3,18.3,0.5,0.5,Khlong Tan Nuea,Watthana,South Bangkok,326,2018,6,1,1,1,0,0,0,0,0
1074,The Base Park West Sukhumvit 77,114550.92,Pridi Banomyong Road,240000,0.8,4.1,16.4,0.9,1.6,Phra Khanong Nuea,Watthana,South Bangkok,711,2015,9,1,1,1,0,0,1,0,0
1075,39 by Sansiri,198053.50,Asoke Montri Road,600000,0.2,1.7,20,0.1,0.8,Khlong Tan Nuea,Watthana,South Bangkok,166,2009,15,1,1,1,0,0,0,0,0
1076,Hyde Heritage Thonglor,338432.64,Ekkamai Road,255000,0.4,3.2,18.5,0.7,0.7,Khlong Tan Nuea,Watthana,South Bangkok,311,2022,2,0,1,1,0,1,1,0,0
1077,Walden Asoke,185255.80,Asoke Montri Road,600000,0.4,0.8,18.93,0.5,1.3,Khlong Tan Nuea,Watthana,South Bangkok,83,2020,4,1,1,1,0,0,0,0,0
1078,Fullerton Sukhumvit,189392.57,Ekkamai Road,255000,0.4,3.3,18.5,0.6,0.6,Khlong Tan Nuea,Watthana,South Bangkok,139,2006,18,0,1,1,0,0,0,0,0
1079,Hyde Sukhumvit 13,218842.71,Nana Road (Sukhumvit 3),350000,0.2,1,19.79,0.4,2,Khlong Toei Nuea,Watthana,South Bangkok,455,2014,10,0,1,1,0,1,1,0,0
1080,ASHTON Asoke,295390.40,Asoke Montri Road,600000,0.1,0.9,19.79,0.2,1.7,Khlong Toei Nuea,Watthana,South Bangkok,783,2017,7,1,1,1,0,0,0,0,0
1081,Quattro by Sansiri,227174.25,Ekkamai Road,255000,0.5,2.7,18.7,0.4,1,Khlong Tan Nuea,Watthana,South Bangkok,446,2011,13,1,1,1,1,0,0,0,0
1082,The Lofts Ekkamai,181342.63,Ekkamai Road,255000,0.3,3.9,17.9,1,0.1,Phra Khanong Nuea,Watthana,South Bangkok,263,2017,7,1,1,1,0,0,0,0,0
1083,The Line Sukhumvit 71,169847.82,Pridi Banomyong Road,240000,0.4,4.4,17,1.3,0.9,Phra Khanong Nuea,Watthana,South Bangkok,291,2016,8,1,1,0,1,1,1,0,0
1084,The Room Sukhumvit 69,170480.40,Ekkamai Road,255000,0.2,4.5,17.2,1.3,0.8,Phra Khanong Nuea,Watthana,South Bangkok,375,2014,10,1,1,1,1,0,0,0,0
1085,Sky Walk Residences,138631.38,Ekkamai Road,255000,0.3,4.5,17.1,1.3,0.9,Phra Khanong Nuea,Watthana,South Bangkok,498,2012,12,0,1,0,0,1,1,0,0
1086,Le Luk Condominium,130597.80,Ekkamai Road,255000,0.2,4.5,17.2,1.3,0.8,Phra Khanong Nuea,Watthana,South Bangkok,285,2011,13,1,1,1,1,0,0,0,0
1087,Yada Residential,73554.00,Asoke Montri Road,600000,0.9,1.3,19.8,0.8,0.5,Khlong Tan Nuea,Watthana,South Bangkok,97,1986,38,0,1,1,0,1,1,0,0
1088,Prestige Towers,65135.33,Asoke Montri Road,600000,0.52,1.5,19.79,2.4,2.7,Khlong Toei Nuea,Watthana,South Bangkok,28,1994,30,0,1,0,0,0,1,0,0
1089,Noble Around Sukhumvit 33,241151.00,Asoke Montri Road,600000,0.6,1.2,18.93,0.4,1,Khlong Tan Nuea,Watthana,South Bangkok,274,2020,4,1,1,1,0,0,0,0,0
1090,Liberty Park 1,78598.50,Asoke Montri Road,600000,0.5,0.5,19.79,0.6,1.4,Khlong Toei Nuea,Watthana,South Bangkok,79,1993,31,0,1,1,0,1,1,0,0
1091,Muniq Sukhumvit 23,308542.20,Asoke Montri Road,600000,0.2,0.9,19.79,0.3,1.5,Khlong Toei Nuea,Watthana,South Bangkok,201,2019,5,0,1,1,0,0,1,0,0
1092,Supalai Place Sukhumvit 39,74066.00,Asoke Montri Road,600000,1.4,1,19.8,0.9,0.9,Khlong Tan Nuea,Watthana,South Bangkok,500,1994,30,0,1,0,0,1,1,0,0
1093,The Esse at Singha Complex,324888.75,Phetchaburi Road,243333.3333,0.1,0.3,19.4,0.9,1,Bang Kapi,Huai Khwang,Central Bangkok,319,2020,4,1,1,1,1,0,0,0,0
1094,Baan Suanpetch,141832.40,Asoke Montri Road,600000,0.2,1.7,19.8,0.3,0.7,Khlong Toei Nuea,Watthana,South Bangkok,130,1992,32,0,1,0,0,0,1,0,0
1095,59 Heritage,122648.25,Ekkamai Road,255000,0.4,3,18.6,0.5,0.8,Khlong Tan Nuea,Watthana,South Bangkok,226,2009,15,1,1,1,0,1,1,0,0
1096,Regent On The Park 3,135985.00,Asoke Montri Road,600000,1.36,1,19.9,1,0.9,Khlong Tan Nuea,Watthana,South Bangkok,73,1995,29,0,1,1,0,1,1,0,0
1097,Fragrant 71,71768.00,Pridi Banomyong Road,240000,0.9,3.8,16.8,1.5,1.2,Phra Khanong Nuea,Watthana,South Bangkok,69,2005,19,0,1,0,0,0,1,0,0
1098,Sukhumvit Suite,85569.67,Nana Road (Sukhumvit 3),350000,0.4,0.8,19.79,0.6,1.8,Khlong Toei Nuea,Watthana,South Bangkok,558,1993,31,0,1,0,0,1,1,0,0
1099,Noble BE33 Sukhumvit,306424.50,Asoke Montri Road,600000,0.6,1.2,18.93,0.4,1,Khlong Tan Nuea,Watthana,South Bangkok,277,2019,5,1,1,1,0,0,0,0,0
1100,S47 Sukhumvit,177665.00,Ekkamai Road,255000,0.5,1.9,19.5,0.6,0.5,Khlong Tan Nuea,Watthana,South Bangkok,41,2022,2,0,1,1,0,1,1,0,0
1101,NIA by Sansiri,117002.50,Pridi Banomyong Road,240000,0.9,3.79,16.5,1.1,1.5,Phra Khanong Nuea,Watthana,South Bangkok,419,2023,1,0,1,1,0,0,0,0,0
1102,Q House Sukhumvit 79,140705.50,Pridi Banomyong Road,240000,0.2,3.7,16.3,0.3,1.9,Phra Khanong Nuea,Watthana,South Bangkok,484,2013,11,1,1,1,0,1,1,0,0
1103,IDEO Verve Sukhumvit,137445.25,Pridi Banomyong Road,240000,0.1,3.5,16.2,0.2,2.1,Phra Khanong Nuea,Watthana,South Bangkok,490,2011,13,1,1,1,0,1,1,0,0
1104,Grand Park View Asoke,114828.67,Asoke Montri Road,600000,0.5,0.4,20,0.6,1.5,Khlong Toei Nuea,Watthana,South Bangkok,481,2004,20,1,1,1,0,1,1,0,0
1105,The Address Sukhumvit 61,160227.33,Ekkamai Road,255000,0.5,3.2,18.4,0.5,0.6,Khlong Tan Nuea,Watthana,South Bangkok,99,2012,12,1,1,1,0,1,1,0,0
1106,Walden Thonglor 8,256494.60,Ekkamai Road,255000,0.8,2.6,18.6,0.3,0.9,Khlong Tan Nuea,Watthana,South Bangkok,117,2021,3,0,0,0,0,0,1,0,0
1107,W 8 Thonglor 25,77273.00,Thonglor Road (Sukhumvit 55),370000,1.36,2.24,18.93,0.8,1.07,Khlong Tan Nuea,Watthana,South Bangkok,12,2010,14,0,1,1,0,1,1,0,0
1108,La Citta Thonglor 8,185930.00,Thonglor Road (Sukhumvit 55),370000,1,2.6,18.6,0.2,0.9,Khlong Tan Nuea,Watthana,South Bangkok,35,2013,11,1,1,1,0,1,1,0,0
1109,XT Ekkamai,192502.27,Thonglor Road (Sukhumvit 55),370000,1.6,2.8,18.3,0.3,0.7,Khlong Tan Nuea,Watthana,South Bangkok,537,2020,4,1,1,1,0,0,0,0,0
1110,Kraam Sukhumvit 26,309055.33,Ekkamai Road,255000,0.5,2.3,19.9,0.5,1.2,Khlong Tan,Khlong Toei,South Bangkok,128,2019,5,1,1,1,1,1,1,0,0
1111,The Pillar,138478.33,Kanlapaphruek Road,65000,0.7,3,16.2,1.5,1.9,Phra Khanong Nuea,Watthana,South Bangkok,13,2017,7,0,1,1,0,0,0,0,0
1112,H Sukhumvit 43,171747.17,Ekkamai Road,255000,0.5,1.8,19.6,0.5,0.4,Khlong Tan Nuea,Watthana,South Bangkok,276,2014,10,0,1,1,0,0,0,0,0
1113,The Base Sukhumvit 77,102551.71,Pridi Banomyong Road,240000,0.6,3.79,16.1,0.7,1.9,Phra Khanong Nuea,Watthana,South Bangkok,1232,2012,12,0,1,1,0,0,0,1,0
1114,The Prime 11,116667.00,Nana Road (Sukhumvit 3),350000,0.4,0.9,20,0.7,1.9,Khlong Toei Nuea,Watthana,South Bangkok,212,2009,15,0,1,1,0,1,1,0,0
1115,Blocs 77,103461.30,Pridi Banomyong Road,240000,0.6,4,16.2,0.6,1.8,Phra Khanong Nuea,Watthana,South Bangkok,467,2011,13,1,1,1,0,1,1,0,0
1116,Sukhumvit Living Town,109843.33,Asoke Montri Road,600000,0.3,0.3,19.6,1,1.2,Khlong Toei Nuea,Watthana,South Bangkok,453,2010,14,0,1,1,0,0,0,1,0
1117,The XXXIX By Sansiri,318348.70,Asoke Montri Road,600000,0.2,1.6,20,0.2,0.7,Khlong Toei Nuea,Watthana,South Bangkok,178,2014,10,1,1,1,0,0,0,0,0
1118,DownTown 49 Sukhumvit,118017.50,Thonglor Road (Sukhumvit 55),370000,1.4,1.6,19.4,1.2,0.6,Khlong Tan Nuea,Watthana,South Bangkok,135,2015,9,1,1,1,1,0,1,0,0
1119,Beverly 33 by Aspira,131250.00,Asoke Montri Road,600000,0.6,1.2,18.93,0.4,1,Khlong Tan Nuea,Watthana,South Bangkok,99,2012,12,0,1,1,0,1,1,0,0
1120,Khun By Yoo,405106.63,Ekkamai Road,255000,1,2.4,18.7,0.4,0.7,Khlong Tan Nuea,Watthana,South Bangkok,148,2020,4,1,1,1,1,0,0,0,0
1121,Noble State 39,289333.00,Asoke Montri Road,600000,0.4,1.5,19.9,0.3,0.6,Khlong Tan Nuea,Watthana,South Bangkok,352,2022,2,0,1,1,0,0,1,0,0
1122,The Strand Thonglor,381824.65,Ekkamai Road,255000,0.2,2.9,18.8,0.7,1,Khlong Tan Nuea,Watthana,South Bangkok,188,2021,3,1,1,1,0,0,0,0,0
1123,City Resort Sukhumvit 49,106667.00,Ekkamai Road,255000,0.4,2.8,19.2,1,1,Khlong Tan Nuea,Watthana,South Bangkok,198,1997,27,1,1,1,0,0,1,1,0
1124,Bangkok Feliz Sukhumvit 69-2,110345.00,Ekkamai Road,255000,0.1,4.5,17.3,1.4,0.6,Phra Khanong Nuea,Watthana,South Bangkok,61,2014,10,1,1,1,0,1,1,0,0
1125,D65 Condominium,84570.00,Ekkamai Road,255000,0.5,3.7,17.8,0.7,0.4,Phra Khanong Nuea,Watthana,South Bangkok,228,2007,17,0,1,0,0,1,1,0,0
1126,The Oleander,134421.25,Sukhumvit Road,490000,0.7,1.1,19.8,1.1,1.8,Khlong Toei Nuea,Watthana,South Bangkok,78,2007,17,1,1,1,0,1,1,0,0
1127,La Citta Delre Thonglor 16,255749.75,Thonglor Road (Sukhumvit 55),370000,1.3,2.6,18.5,0.2,0.6,Khlong Tan Nuea,Watthana,South Bangkok,51,2021,3,0,1,1,0,1,1,0,0
1128,Sukhumvit City Resort,95679.00,Phetchaburi Road,243333.3333,0.7,0.9,19.7,1,1.7,Khlong Toei Nuea,Watthana,South Bangkok,170,2006,18,0,1,0,0,0,1,0,0
1129,Beverly Tower,78889.00,Phalasinthon Road,50000,0.52,4,19.79,0.68,1.61,Khlong Toei Nuea,Watthana,South Bangkok,60,1992,32,1,1,1,0,1,1,0,0
1130,Liberty Park 2,90325.50,Phetchaburi Road,243333.3333,0.7,1,19.7,1.1,1.8,Khlong Toei Nuea,Watthana,South Bangkok,136,1998,26,1,1,1,0,1,1,0,0
1131,Tai Ping Towers,72868.00,Thonglor Road (Sukhumvit 55),370000,1.9,2.9,18.1,0.8,0.7,Khlong Tan Nuea,Watthana,South Bangkok,300,1980,44,0,1,1,0,0,1,0,0
1132,Edge Sukhumvit 23,224852.33,Asoke Montri Road,600000,0.3,1.1,19.79,0.3,1.5,Khlong Toei Nuea,Watthana,South Bangkok,443,2016,8,1,1,1,0,1,1,0,0
