ID,Name,PSM,NearestRoad,LandAppraisal,TrainStation,University,Airport,Departmentstore,Hospital,Subdistrict,District,GroupDistrict,TotalUnits,BuiltYear,BuildingAge,CarPark,CCTV,Fitness,Library,Swimmingpool,Security,MiniMart,ElectricalSubStation
274,iCondo Serithai Green Space,74072.50,Seri Thai Road,85000,4.45,2.65,13.55,2.55,3.17,Khlong Kum,Bueng Kum,Eastern Bangkok,505,2018,6,1,1,1,0,1,1,0,0
275,Lumpini Condo Town Nida-Sereethai 2,51359.25,Ramkhamhaeng Road,124000,4.38,2.06,13.69,2.84,2.36,Khlong Kum,Bueng Kum,Eastern Bangkok,691,2012,12,0,0,1,0,0,1,1,0
276,Plum Condo Nawamin,47454.00,Nuan Chan Road,75000,2.5,3.5,11.3,1.85,2.01,Nuanchan,Bueng Kum,Eastern Bangkok,711,2013,11,0,1,1,0,1,1,0,0
277,MileStone Condominium @ Serithai,40741.00,Seri Thai Road,85000,4.45,2.73,13.35,1.39,4.55,Khlong Kum,Bueng Kum,Eastern Bangkok,242,2012,12,0,1,1,0,1,1,0,0
278,Brown Condo Ratchada 32,80674.00,Lad Phrao Wang Hin Road,80000,2.38,2.62,10.71,2.54,2.21,Chan Kasem,Chatuchak,North Bangkok,242,2018,6,1,1,1,0,0,0,0,0
279,Mazarine Ratchayothin,149758.40,Phahonyothin Road,330000,1.94,2.94,11.05,2.56,2.04,Chan Kasem,Chatuchak,North Bangkok,474,2020,4,0,1,1,1,1,1,1,0
280,Chapter One The Campus Ladprao 1,83886.00,Kamphaeng Phet 6 Road,35000,1.94,0.52,11.8,2.73,2.55,Chom Phon,Chatuchak,North Bangkok,180,2014,10,1,1,1,0,1,1,0,0
281,Maxxi Condo Ratchayothin-Phahol 34,78333.00,Sena Nikhom 1 Road,80000,4.34,3.99,8.7,4.42,1.06,Sena Nikhom,Chatuchak,North Bangkok,249,2019,5,0,1,1,1,1,1,0,0
282,lugano,69879.50,Kubon Road,42000,1.5,0.3,13.3,1.4,2.4,Chom Phon,Chatuchak,North Bangkok,123,2013,11,1,1,1,0,1,1,0,0
283,Formosa Ladprao 7,89479.00,Kamphaeng Phet 6 Road,35000,1.46,4,12.09,2.33,2.86,Chom Phon,Chatuchak,North Bangkok,97,2017,7,1,1,1,1,0,1,0,0
284,Chateau In Town Vibhavadi 30-2,74873.33,Thetsaban Songkhro Road,200000,2.93,1.36,10.96,2.2,1.8,Chatuchak,Chatuchak,North Bangkok,79,2013,11,0,1,1,0,1,1,0,0
285,Haus 23 Ratchada-Ladprao,88889.00,Lad Phrao Wang Hin Road,80000,0.68,3.88,12.35,2.04,3.35,Chan Kasem,Chatuchak,North Bangkok,236,2013,11,1,1,1,0,0,0,0,0
286,The Maple Ratchada-Ladprao,74194.00,Nak Niwat Road,80000,4.69,3.88,10.63,1.1,4.77,Chom Phon,Chatuchak,North Bangkok,168,2014,10,1,1,1,0,1,1,0,0
287,Abstracts Phahonyothin Park,91576.90,Phahonyothin Road,330000,2.34,2.94,15.95,2.4,2.16,Sam Sen Nai,Phaya Thai,Central Bangkok,1012,2013,11,1,1,1,1,1,1,0,0
288,The Line Phahonyothin Park,126076.33,Kamphaeng Phet 6 Road,35000,2.23,0.89,11.39,2.59,2.15,Chom Phon,Chatuchak,North Bangkok,880,2022,2,0,1,0,0,1,1,0,0
289,M Ladprao,152281.00,Kamphaeng Phet 6 Road,35000,2.29,0.6,11.68,3,2.45,Chom Phon,Chatuchak,North Bangkok,286,2014,10,1,1,1,0,1,1,0,0
290,The Crest Park Residences,218867.67,Kamphaeng Phet 6 Road,35000,2.23,4.24,12,2.79,2.78,Chom Phon,Chatuchak,North Bangkok,429,2022,2,0,1,0,0,1,1,0,0
291,La Maison Phaholyothin 24,42647.00,Phahonyothin Road,330000,1.96,2.56,12.6,2.23,3.1,Chom Phon,Chatuchak,North Bangkok,366,1995,29,0,1,0,0,0,1,0,0
292,Lumpini Place Ratchayothin,98214.00,Sena Nikhom 1 Road,80000,3.46,2.36,9.91,1.11,0.67,Chan Kasem,Chatuchak,North Bangkok,1827,2011,13,0,1,1,0,0,0,0,0
293,Centric Ratchayothin,148083.00,Sena Nikhom 1 Road,80000,3.65,3.51,9.72,4.95,0.49,Chan Kasem,Chatuchak,North Bangkok,261,2019,5,1,1,1,1,0,0,0,0
294,Chateau In Town Vibhavadi 30-1,75758.00,Thetsaban Songkhro Road,200000,2.95,1.35,10.99,2.24,1.84,Chatuchak,Chatuchak,North Bangkok,79,2013,11,0,1,1,0,1,1,0,0
295,Condo One Ladprao Station,75532.00,Lat Phrao Road,233333.3,1.96,2.56,12.6,2.23,3.1,Chom Phon,Chatuchak,North Bangkok,123,2009,15,0,0,0,0,0,1,0,0
296,The Selected Kaset-Ngam Wongwan,126250.67,Ngam Wong Wan Road,150000,1.41,1.84,8.72,3.62,1.54,Lat Yao,Chatuchak,North Bangkok,310,2020,4,1,1,1,1,0,0,0,0
297,Chateau In Town Major Ratchayothin 2,55138.00,Phahonyothin Road,330000,1.94,2.94,11.05,2.56,2.04,Chan Kasem,Chatuchak,North Bangkok,192,2012,12,1,1,1,0,1,1,0,0
298,Chapter One The Campus Kaset,99655.00,Sena Nikhom 1 Road,80000,4.35,3.16,8.91,4.2,0.34,Lat Yao,Chatuchak,North Bangkok,768,2014,10,1,1,0,1,0,1,0,0
299,The Unique 10,85000.00,Lat Phrao Road,233333.3,1.96,2.56,12.6,2.23,3.1,Chom Phon,Chatuchak,North Bangkok,127,2013,11,1,1,1,0,0,1,0,0
300,Knightsbridge Prime Ratchayothin,171566.75,Thetsaban Songkhro Road,200000,3.01,1.68,10.59,1.79,1.37,Chatuchak,Chatuchak,North Bangkok,333,2020,4,1,1,1,0,0,0,0,0
301,Miti Chiva Kaset Station,158090.67,Sena Nikhom 1 Road,80000,4.6,3.25,8.56,3.97,0.7,Sena Nikhom,Chatuchak,North Bangkok,200,2019,5,0,1,1,0,1,1,0,0
302,WIND Ratchayothin,90660.25,Thetsaban Songkhro Road,200000,3.37,1.99,10.31,1.56,1.17,Lat Yao,Chatuchak,North Bangkok,390,2009,15,1,1,1,0,1,1,0,0
303,Vantage Ratchavipa,75110.33,Ratchadaphisek Road,390000,3.06,2.66,9.77,2.92,1.55,Lat Yao,Chatuchak,North Bangkok,332,2012,12,0,1,1,0,1,1,0,0
304,Niche Mono Ratchavipha,73852.33,Thetsaban Songkhro Road,200000,3.08,2.86,11.57,2.71,3.7,Lat Yao,Chatuchak,North Bangkok,840,2016,8,0,1,1,1,1,1,0,0
305,The Issara Ladprao,109268.14,Lad Phrao Wang Hin Road,80000,1.3,3.88,12.21,2.18,3,Chom Phon,Chatuchak,North Bangkok,561,2009,15,1,1,0,0,1,1,0,0
306,CIELA Sripatum,121605.88,Sena Nikhom 1 Road,80000,0.1,3.33,6.7,2.47,2.56,Lat Yao,Chatuchak,North Bangkok,900,2019,5,1,1,1,1,0,0,0,0
307,Estabe Phahonyothin 18,83541.00,Kamphaeng Phet 6 Road,35000,1.86,2.46,13.81,1.5,4.77,Chom Phon,Chatuchak,North Bangkok,222,2018,6,1,1,1,0,1,1,0,0
308,The Unique 19,83814.00,Lat Phrao Road,233333.3,1.96,2.56,12.6,2.23,3.1,Chom Phon,Chatuchak,North Bangkok,76,2015,9,1,1,1,0,1,1,0,0
309,Elephant Tower,70513.00,Sena Nikhom 1 Road,80000,2.98,1.76,10.51,1.7,1.27,Chom Phon,Chatuchak,North Bangkok,362,1997,27,0,0,1,0,0,1,0,0
310,D’Mura Ratchayothin,71209.00,Sena Nikhom 1 Road,80000,4.31,3.97,8.73,4.43,1.02,Sena Nikhom,Chatuchak,North Bangkok,216,2017,7,1,1,1,1,0,0,0,0
311,Equinox Phahol Vibha,114952.00,Kamphaeng Phet 6 Road,35000,2.02,3.69,12.56,2.32,3.33,Chom Phon,Chatuchak,North Bangkok,490,2013,11,1,1,1,0,1,1,0,0
312,Life @ Ratchada,74891.50,Lad Phrao Wang Hin Road,80000,0.59,3.76,12.48,2,3.56,Chan Kasem,Chatuchak,North Bangkok,474,2010,14,1,1,1,0,1,1,0,0
313,Chokchai Ruammit,38462.00,Vibhavadi Rangsit Road,216666.7,1.96,2.56,12.6,2.23,3.1,Chom Phon,Chatuchak,North Bangkok,915,1993,31,0,1,0,0,0,1,0,0
314,The Key Phahonyothin,60404.00,Sena Nikhom 1 Road,80000,4.17,3.73,8.92,4.45,0.64,Sena Nikhom,Chatuchak,North Bangkok,505,2011,13,1,1,1,0,1,1,0,0
315,Chapter one Midtown Ladprao 24,113929.27,Lad Phrao Wang Hin Road,80000,0.83,3.81,12.32,2.01,3.21,Chom Phon,Chatuchak,North Bangkok,514,2017,7,0,1,1,1,0,0,1,0
316,The Ville Kaset-sart,80841.00,Ngamwongwan Road,200000,3.06,2.66,9.77,2.92,1.55,Lat Yao,Chatuchak,North Bangkok,79,2015,9,1,1,1,0,1,1,0,0
317,Regent Home 6 Prachacheun,33709.50,Prachachuen Road,180000,3.14,1.51,9.72,4.53,3.68,Chatuchak,Chatuchak,North Bangkok,1031,2009,15,0,1,0,0,0,1,0,0
318,SYM Vibha-Ladprao,84356.00,Kamphaeng Phet 6 Road,35000,1.93,3.43,12.81,2.1,3.57,Chom Phon,Chatuchak,North Bangkok,728,2011,13,1,1,1,0,1,1,0,0
319,U Delight Ratchavibha,87735.25,Thetsaban Songkhro Road,200000,4.47,2.29,9.7,4.57,1.71,Lat Yao,Chatuchak,North Bangkok,875,2017,7,1,1,1,0,0,0,0,0
320,Life Ladprao,148585.70,Kamphaeng Phet 6 Road,35000,2.34,0.7,11.58,2.78,2.35,Chom Phon,Chatuchak,North Bangkok,1615,2020,4,0,1,1,0,0,1,1,0
321,Tree Condo Ladprao 27,64000.00,Lad Phrao Wang Hin Road,80000,0.7,3.85,12.37,2.11,3.46,Chan Kasem,Chatuchak,North Bangkok,79,2008,16,0,1,1,0,1,1,0,0
322,The Room Ratchada-Ladprao,74461.22,Lad Phrao Wang Hin Road,80000,0.46,3.77,12.58,1.85,3.6,Chan Kasem,Chatuchak,North Bangkok,801,2008,16,1,1,1,0,1,1,0,0
323,Whizdom Avenue Ratchada-Ladprao,159719.67,Lad Phrao Wang Hin Road,80000,0.67,3.78,12.4,1.95,3.35,Chom Phon,Chatuchak,North Bangkok,497,2016,8,1,1,1,1,0,0,0,0
324,The Legacy Viphawadi,50758.00,Kamphaeng Phet 6 Road,35000,1.58,3.85,12.27,2.25,3.02,Lat Yao,Chatuchak,North Bangkok,193,1992,32,1,1,1,0,0,1,0,0
325,IDEO Ladprao 5,89244.50,Kamphaeng Phet 6 Road,35000,1.61,3.99,12.11,2.37,2.87,Chom Phon,Chatuchak,North Bangkok,418,2010,14,0,1,1,1,0,1,0,0
326,The Nigh Condo Ngamwongwan,53497.00,Ngam Wong Wan Road,150000,4.81,1.16,8.68,3.48,2.26,Lat Yao,Chatuchak,North Bangkok,77,2012,12,0,1,1,0,1,1,0,0
327,Levo Ladprao 18 Project 1,76333.00,Lat Phrao Road,233333.3,1.96,2.56,12.6,2.23,3.1,Chom Phon,Chatuchak,North Bangkok,129,2014,10,0,1,1,0,1,1,0,0
328,Supalai Cute Ratchayothin-Phaholyothin 34,65886.83,Sena Nikhom 1 Road,80000,4.33,3.76,8.74,4.33,0.83,Sena Nikhom,Chatuchak,North Bangkok,882,2016,8,0,1,1,0,0,1,1,0
329,Central Ratchayothin Park,55000.00,Sena Nikhom 1 Road,80000,3.29,2.17,10.1,1.3,0.86,Chan Kasem,Chatuchak,North Bangkok,257,1996,28,0,0,1,0,1,1,0,0
330,Wilmore Condominium,56050.00,Sena Nikhom 1 Road,80000,3.83,3.61,9.37,4.73,0.24,Chan Kasem,Chatuchak,North Bangkok,69,2008,16,0,1,0,0,0,1,0,0
331,Supalai Park Phaholyothin,78324.67,Thetsaban Songkhro Road,200000,2.83,1.37,10.91,2.12,1.7,Lat Yao,Chatuchak,North Bangkok,828,2011,13,1,1,0,0,1,1,0,0
332,Kensington Phahol-Kaset,86644.33,Sena Nikhom 1 Road,80000,0.56,3.2,7.91,3.42,1.36,Sena Nikhom,Chatuchak,North Bangkok,229,2017,7,0,1,1,0,1,1,0,0
333,Knightsbridge Space Ratchayothin,157921.38,Thetsaban Songkhro Road,200000,2.99,1.65,10.63,1.83,1.41,Chatuchak,Chatuchak,North Bangkok,488,2020,4,1,1,1,1,0,0,0,0
334,Life Ladprao Valley,153166.29,Kamphaeng Phet 6 Road,35000,2.24,0.56,11.71,2.95,2.48,Chom Phon,Chatuchak,North Bangkok,1140,2021,3,0,1,1,1,0,0,1,0
335,The Line Jatujak-Mochit,188621.13,Kamphaeng Phet 6 Road,35000,1.9,3.31,13.01,2.1,3.78,Chom Phon,Chatuchak,North Bangkok,841,2018,6,0,1,0,0,0,0,0,0
336,The Seed Terre Ratchayothin,86444.00,Sena Nikhom 1 Road,80000,3.49,3.58,9.95,1.16,0.74,Lat Yao,Chatuchak,North Bangkok,236,2010,14,0,1,1,0,1,1,0,0
337,Bridge Phaholyothin 37,82603.00,Phahonyothin Road,330000,3.06,2.66,9.77,2.92,1.55,Lat Yao,Chatuchak,North Bangkok,308,2008,16,1,1,1,0,1,1,0,0
338,Young Place Grand Le Jardin,53020.00,Sena Nikhom 1 Road,80000,3.82,3.27,9.67,4.83,0.58,Lat Yao,Chatuchak,North Bangkok,235,1992,32,0,1,0,0,0,1,0,0
339,U Delight @ Phaholyothin Station,68538.00,Phahonyothin Road,330000,1.96,2.56,12.6,2.23,3.1,Chom Phon,Chatuchak,North Bangkok,389,2014,10,1,1,1,0,1,1,0,0
340,M Jatujak,128437.18,Kamphaeng Phet 6 Road,35000,1.51,2.4,14.09,1.78,4.36,Chatuchak,Chatuchak,North Bangkok,864,2015,9,1,1,0,0,1,1,0,0
341,Lumpini Park Phahon 32,121071.00,Sena Nikhom 1 Road,80000,3.74,3.48,9.58,4.84,0.35,Chan Kasem,Chatuchak,North Bangkok,546,2019,5,0,1,1,0,0,0,0,0
342,Supalai Park Kaset,52756.50,Sena Nikhom 1 Road,80000,4.45,3.61,8.63,4.18,0.81,Sena Nikhom,Chatuchak,North Bangkok,1456,2009,15,0,1,1,0,0,0,1,0
343,Chewathai Kaset-Nawamin,127500.00,Sena Nikhom 1 Road,80000,4.79,4.09,8.24,4.15,1.52,Sena Nikhom,Chatuchak,North Bangkok,649,2021,3,0,1,1,1,1,1,0,0
344,iCondo Kaset-Nawamin,60999.67,Prasert Manukit Road,75000,3.86,3.56,8.7,4.04,0.91,Sena Nikhom,Chatuchak,North Bangkok,180,2012,12,0,1,1,0,1,1,0,0
345,Metro Luxe Kaset,81873.67,Sena Nikhom 1 Road,80000,4.85,4.06,8.18,4.09,1.54,Sena Nikhom,Chatuchak,North Bangkok,563,2015,9,0,1,1,0,0,1,0,0
346,Premsiri Boutique Park,60168.00,Sena Nikhom 1 Road,80000,4.55,3.65,8.52,4.12,0.95,Sena Nikhom,Chatuchak,North Bangkok,834,2007,17,0,1,1,0,1,1,0,0
347,Sarin Place,52941.00,Thetsaban Songkhro Road,200000,3.6,3.37,10.21,1.54,1.2,Lat Yao,Chatuchak,North Bangkok,285,1996,28,0,1,0,0,0,1,0,0
348,Supalai Park Ratchayothin,60017.33,Thetsaban Songkhro Road,200000,3.77,3.22,10.3,3.41,1.45,Lat Yao,Chatuchak,North Bangkok,804,2011,13,1,1,0,0,1,1,0,0
349,The Cube Premium Ratchada 32,92517.50,Lad Phrao Wang Hin Road,80000,2.08,2.11,10.95,2.5,2.11,Chan Kasem,Chatuchak,North Bangkok,171,2018,6,1,1,1,0,1,1,0,0
350,Pensiri Place,57826.00,Sena Nikhom 1 Road,80000,3.7,3.61,9.54,4.86,0.31,Sena Nikhom,Chatuchak,North Bangkok,99,1994,30,0,1,0,0,0,1,0,0
351,Supalai City Resort Ratchayothin-Phaholyothin 32,68025.00,Phahon Yothin Road,130000,0.6,1.7,9.7,1.6,0.5,Chan Kasem,Chatuchak,North Bangkok,322,2014,10,1,1,1,0,0,1,0,0
352,The Tree Ladprao 15,83704.00,Lat Phrao Road,233333.3,1.96,2.56,12.6,2.23,3.1,Chom Phon,Chatuchak,North Bangkok,214,2019,5,0,1,1,0,1,1,0,0
353,The Classy Ratchadapisek 19,56250.00,Ratchadaphisek Ram Inthra Road,60000,2.75,2.04,17.86,2.92,2.78,Chom Phon,Chatuchak,North Bangkok,49,2012,12,0,1,1,0,0,1,0,0
354,My Condo Ladprao 27,52621.40,Lad Phrao Wang Hin Road,80000,0.82,3.95,12.25,2.22,3.35,Chan Kasem,Chatuchak,North Bangkok,378,2009,15,0,1,0,0,1,1,0,0
355,Supapong Place,39106.00,Lad Phrao Wang Hin Road,80000,0.96,3.84,12.22,2.37,3.44,Chan Kasem,Chatuchak,North Bangkok,194,1993,31,0,1,0,0,0,1,0,0
356,Maru Ladprao 15,147922.00,Lad Phrao Wang Hin Road,80000,1.01,3.86,12.24,2.09,3.09,Chom Phon,Chatuchak,North Bangkok,332,2021,3,1,1,1,0,1,1,0,0
357,The Belgravia @ Ratchada-Ladprao 15,90116.00,Lad Phrao Wang Hin Road,80000,1.26,4.28,11.85,2.48,2.76,Chom Phon,Chatuchak,North Bangkok,185,2020,4,0,1,1,0,1,1,0,0
358,THE MUVE Kaset,121499.00,Sena Nikhom 1 Road,80000,4.4,2.8,9.12,4.24,0.6,Lat Yao,Chatuchak,North Bangkok,248,2023,1,0,1,1,0,0,1,0,0
359,Notting Hill Chatuchak-Interchange,126471.00,Kamphaeng Phet 6 Road,35000,2.9,3.92,11.28,2.76,2.43,Chom Phon,Chatuchak,North Bangkok,156,2018,6,0,1,1,1,1,1,0,0
360,Elio Del Mos Phaholyothin 34,74858.20,Sena Nikhom 1 Road,80000,4.52,3.92,8.51,4.25,1.15,Sena Nikhom,Chatuchak,North Bangkok,1522,2019,5,0,1,1,0,1,1,0,0
361,The Prive Ratchadapisek 30,71632.50,Lad Phrao Wang Hin Road,80000,1.38,1.63,11.66,2.69,2.67,Chan Kasem,Chatuchak,North Bangkok,79,2014,10,1,1,1,0,1,1,0,0
362,Modiz Ratchada 32,98000.00,Lad Phrao Wang Hin Road,80000,1.75,1.65,11.31,2.71,2.29,Chan Kasem,Chatuchak,North Bangkok,191,2019,5,0,1,1,1,0,1,0,0
363,Condo U Vibha-Ladprao,78130.50,Kamphaeng Phet 6 Road,35000,1.45,3.05,13.07,1.58,3.83,Chom Phon,Chatuchak,North Bangkok,362,2014,10,0,1,1,0,1,1,0,0
364,Baan Prachaniwet 1,28732.00,Prachachuen Road,180000,3.06,2.66,9.77,2.92,1.55,Lat Yao,Chatuchak,North Bangkok,800,1999,25,0,1,0,0,1,1,0,0
365,Tawanna Residence 2,30522.00,Thetsaban Songkhro Road,200000,3,3.86,11.16,3.43,2.45,Chatuchak,Chatuchak,North Bangkok,248,1986,38,0,1,1,0,1,1,0,0
366,The Saint Residences Ladprao,103489.20,Kamphaeng Phet 6 Road,35000,2.07,3.93,12.3,2.52,3.07,Chom Phon,Chatuchak,North Bangkok,1533,2017,7,1,1,1,1,0,0,0,0
367,Regent Home 5 Ratchada 19,35890.00,Ratchadaphisek Ram Inthra Road,60000,2.75,2.04,17.86,2.92,2.78,Chom Phon,Chatuchak,North Bangkok,332,2008,16,0,1,0,0,1,1,0,0
368,Knightsbridge Kaset-Society,151823.50,Sena Nikhom 1 Road,80000,4.22,3.23,9.04,4.33,0.21,Sena Nikhom,Chatuchak,North Bangkok,332,2020,4,0,1,1,0,1,1,0,0
369,Baan Suanthon Ratchada,36047.00,Ratchadaphisek Road,390000,1.94,2.94,11.05,2.56,2.04,Chan Kasem,Chatuchak,North Bangkok,128,2012,12,0,0,1,0,1,1,0,0
370,624 Condolette Ratchada 36,76264.50,Lad Phrao Wang Hin Road,80000,2.55,2.05,10.53,1.91,1.5,Chan Kasem,Chatuchak,North Bangkok,486,2013,11,0,1,1,0,1,1,0,0
371,Life @ Ladprao 18,89661.29,Kamphaeng Phet 6 Road,35000,2.34,0.7,11.58,2.78,2.35,Chom Phon,Chatuchak,North Bangkok,456,2013,11,1,1,1,0,0,1,0,0
372,Lumpini Ville Suksawat-Rama 2,71739.00,Witthayu Road,1000000,3.81,3.64,28.34,2.63,3.7,Bang Mot,Chom Thong,North Krungthon,377,2019,5,0,1,1,0,1,1,0,0
373,Lumpini Place Suksawat - Rama 2,62451.67,Chom Thong Road,80000,2.71,3.7,27.98,2.7,3.45,Chom Thong,Chom Thong,North Krungthon,747,2014,10,1,1,1,0,0,1,1,0
374,Aspire Sathorn - Taksin Timber Zone,67110.00,Wutthakat Road,80000,0.53,1.04,26.94,4.59,4.69,Bang Kho,Chom Thong,North Krungthon,546,2015,9,0,1,1,0,1,1,1,0
375,Aspire Sathon-Taksin (Copper Zone),78605.33,Wutthakat Road,80000,0.49,1.08,26.97,4.61,4.74,Bang Kho,Chom Thong,North Krungthon,613,2016,8,1,1,1,0,0,0,1,0
376,Aspire Sathorn-Taksin (Brick Zone),59286.00,Ratchaphruek Road,123333.3,0.33,1.05,26.79,3.97,4.09,Bang Kho,Chom Thong,North Krungthon,364,2015,9,0,1,1,0,0,0,1,0
377,Elio Sathorn-Wutthakat,94259.00,Wutthakat Road,80000,0.51,0.8,26.69,4.35,4.44,Bang Kho,Chom Thong,North Krungthon,1161,2021,3,0,1,1,1,0,0,0,0
378,The Niche ID Rama 2,51698.67,Chom Thong Road,80000,3.78,2.78,29.89,2.63,1.5,Bang Mot,Chom Thong,North Krungthon,616,2013,11,0,1,1,1,1,1,0,0
379,The Tempo Grand Sathorn-Wutthakat,83772.50,Wutthakat Road,80000,0.11,0.93,26.74,4.37,4.6,Bang Kho,Chom Thong,North Krungthon,1004,2016,8,1,1,1,1,0,1,0,0
380,The Key Sathorn-Ratchapreuk,67000.00,Wutthakat Road,80000,0.33,0.98,26.85,4.49,4.66,Bang Kho,Chom Thong,North Krungthon,834,2014,10,1,1,1,0,1,1,0,0
381,Grand Condominium Wutthakat 57,63967.00,Wutthakat Road,80000,0.33,1.05,26.79,3.97,4.09,Bang Kho,Chom Thong,North Krungthon,72,2021,3,0,1,1,0,1,1,0,0
382,Fuse Miti Ratchada-Sutthisan,80000.00,Watcharaphon Road,65000,2.74,2.49,17.94,3.18,2.66,Din Daeng,Din Daeng,Central Bangkok,281,2015,9,1,1,1,0,1,1,0,0
383,Metro  SKY Ratchada,70370.00,Ratchadaphisek Ram Inthra Road,60000,1.7,4.57,14.72,0.8,4.13,Ratchadaphisek,Din Daeng,Central Bangkok,441,2011,13,0,1,1,0,1,1,0,0
384,Metro Sky Ratchada,75758.00,Ratchadaphisek Ram Inthra Road,60000,1.7,4.57,14.72,0.8,4.13,Ratchadaphisek,Din Daeng,Central Bangkok,441,2011,13,0,1,0,0,0,1,0,0
385,Quinn Condo Ratchada 17,112442.60,Lat Phrao Road,233333.3333,1.39,2.42,14.41,0.82,4.33,Din Daeng,Din Daeng,Central Bangkok,729,2015,9,1,1,1,1,0,1,0,0
386,Metro Luxe Ratchada,118353.71,Ratchadaphisek Ram Inthra Road,60000,1.67,4.61,14.68,0.9,4.09,Ratchadaphisek,Din Daeng,Central Bangkok,535,2017,7,0,1,1,0,1,0,0,0
387,ASHTON Asoke - Rama 9,223926.67,Ratchadaphisek Ram Inthra Road,60000,2.62,1.92,17.97,2.85,2.68,Din Daeng,Din Daeng,Central Bangkok,599,2020,4,1,1,1,0,0,1,0,0
388,Boutique Ratchada 17,45161.00,Watcharaphon Road,65000,1.32,4,14.32,1.64,4.21,Ratchadaphisek,Din Daeng,Central Bangkok,70,2007,17,0,0,0,0,0,1,0,0
389,KnightsBridge Space Rama 9,210568.75,Ratchadaphisek Ram Inthra Road,60000,2.46,1.88,18,2.92,2.48,Din Daeng,Din Daeng,Central Bangkok,325,2021,3,1,1,1,0,0,0,1,0
390,Casa Condo Asoke - Dindaeng,78427.14,Asoke Din Daeng Road,375000,2.24,2.35,17.74,3.63,1.78,Din Daeng,Din Daeng,Central Bangkok,920,2013,11,0,1,1,0,1,1,0,0
391,A Space Hideaway Asoke-Ratchada,80769.00,Ratchadaphisek Ram Inthra Road,60000,2.75,2.04,17.86,2.92,2.78,Din Daeng,Din Daeng,Central Bangkok,439,2009,15,0,1,1,0,1,1,0,0
392,A Space Asoke-Ratchada,76920.43,Ratchadaphisek Ram Inthra Road,60000,2.33,1.94,17.97,3.07,2.25,Din Daeng,Din Daeng,Central Bangkok,2177,2010,14,1,1,1,0,0,1,0,0
393,A Space ID Asok-Ratchada,107267.67,Ratchadaphisek Ram Inthra Road,60000,2.33,1.94,17.97,3.07,2.25,Din Daeng,Din Daeng,Central Bangkok,543,2019,5,1,1,1,0,0,1,0,0
394,Baan Klang Krung Resort (Ratchada 7),54120.00,Rama 3 Road,240000,4.45,3.84,26.7,4.16,3.76,Din Daeng,Din Daeng,Central Bangkok,443,2007,17,0,1,0,0,1,1,0,0
395,Amanta Ratchada,89589.00,Ratchadaphisek Ram Inthra Road,60000,3.55,3.03,16.86,3.85,3.22,Din Daeng,Din Daeng,Central Bangkok,344,2005,19,0,1,1,0,0,1,0,0
396,Lumpini Suite Dindaeng-Ratchaprarop,109696.00,Asoke Din Daeng Road,375000,2.22,2.36,17.75,3.66,1.73,Din Daeng,Din Daeng,Central Bangkok,491,2019,5,1,1,1,0,0,0,0,0
397,Srivara Mansion,38750.00,Ratchadapisek Road,302333.3,2.74,2.49,17.94,3.18,2.66,Din Daeng,Din Daeng,Central Bangkok,532,1992,32,0,1,0,0,0,1,0,0
398,The Line Asoke-Ratchada,176684.29,Ratchadaphisek Ram Inthra Road,60000,2.54,1.9,17.99,2.88,2.58,Din Daeng,Din Daeng,Central Bangkok,473,2019,5,1,1,1,0,0,0,0,0
399,Supalai Park Asoke-Ratchada,67476.86,Ratchadaphisek Ram Inthra Road,60000,2.33,1.86,18.03,2.96,2.32,Din Daeng,Din Daeng,Central Bangkok,500,2011,13,0,1,1,0,0,0,1,0
400,The Tree Dindaeng - Ratchaprarop,119298.00,Asoke Din Daeng Road,375000,2.05,2.74,17.85,2.52,1.11,Din Daeng,Din Daeng,Central Bangkok,226,2019,5,0,1,1,0,1,1,0,0
401,The Kris Ratchada 17,79323.60,Ratchadapisek Road,302333.3,1.32,4,14.32,1.64,4.21,Ratchadaphisek,Din Daeng,Central Bangkok,327,2013,11,0,1,1,0,1,1,0,0
402,Chateau In Town Ratchada 13,59700.00,Ratchadaphisek Ram Inthra Road,60000,1.92,4.94,14.94,4.76,3.92,Ratchadaphisek,Din Daeng,Central Bangkok,292,2007,17,0,1,0,0,0,1,0,0
403,Chateau In Town Ratchada 17,70185.00,Ratchadaphisek Ram Inthra Road,60000,1.6,4.67,14.63,0.82,4.17,Ratchadaphisek,Din Daeng,Central Bangkok,150,2013,11,0,0,0,0,0,0,0,0
404,Condo One Ratchada-Ladprao,70000.00,Lad Phrao Wang Hin Road,80000,0.11,3.25,13,1.4,3.95,Ratchadaphisek,Din Daeng,Central Bangkok,90,2015,9,0,0,0,0,0,0,0,0
405,The Kris Extra 5,67821.00,Ratchadaphisek Road,390000,1.32,4,14.32,1.64,4.21,Ratchadaphisek,Din Daeng,Central Bangkok,193,2012,12,1,1,1,0,0,0,1,0
406,Emerald Residence Ratchada,76819.00,Ratchadaphisek Ram Inthra Road,60000,4.54,4.18,15.71,4.02,3.96,Din Daeng,Din Daeng,Central Bangkok,635,2012,12,0,1,1,0,1,1,0,0
407,The Teak Ratchada 19,145641.00,Lad Phrao Wang Hin Road,80000,0.1,3.18,13.08,1.34,4.04,Ratchadaphisek,Din Daeng,Central Bangkok,78,2020,4,0,1,1,0,1,1,0,0
